unidade;ano;mes;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HJK;2019;10;IV;15 a 19;0,25;23;1;5,75
HJK;2019;10;V;20 a 24;0,4;12;1;4,8
HJK;2019;10;VI;25 a 29;0,55;10;4;5,5
HJK;2019;10;VII;30 a 34;0,75;6;3;4,5
HJK;2019;10;VIII;> 34;0,85;7;5;5,95
HJK;2019;11;IV;15 a 19;0,25;18;2;4,5
HJK;2019;11;VI;25 a 29;0,55;13;3;7,15
HJK;2019;11;VII;30 a 34;0,75;9;5;6,75
HJK;2019;11;VIII;> 34;0,85;2;2;1,7
HJK;2019;12;VI;25 a 29;0,55;10;2;5,5
HJK;2019;12;VII;30 a 34;0,75;4;2;3,0
HJK;2019;12;VIII;> 34;0,85;4;3;3,4
HJK;2020;1;IV;15 a 19;0,25;17;2;4,25
HJK;2020;1;V;20 a 24;0,4;17;2;6,8
HJK;2020;1;VI;25 a 29;0,55;5;2;2,75
HJK;2020;1;VII;30 a 34;0,75;6;1;4,5
HJK;2020;1;VIII;> 34;0,85;2;2;1,7
HJK;2020;2;IV;15 a 19;0,25;21;3;5,25
HJK;2020;2;V;20 a 24;0,4;8;1;3,2
HJK;2020;2;VI;25 a 29;0,55;9;3;4,95
HJK;2020;2;VII;30 a 34;0,75;4;3;3,0
HJK;2020;2;VIII;> 34;0,85;2;1;1,7
HJK;2020;3;IV;15 a 19;0,25;18;1;4,5
HJK;2020;3;V;20 a 24;0,4;14;1;5,6
HJK;2020;3;VI;25 a 29;0,55;12;3;6,6
HJK;2020;3;VII;30 a 34;0,75;4;3;3,0
HJK;2020;4;III;10 a 14;0,15;14;3;2,1
HJK;2020;4;IV;15 a 19;0,25;14;2;3,5
HJK;2020;4;V;20 a 24;0,4;12;2;4,8
HJK;2020;4;VI;25 a 29;0,55;9;3;4,95
HJK;2020;4;VII;30 a 34;0,75;4;1;3,0
HJK;2020;5;III;10 a 14;0,15;22;3;3,3
HJK;2020;5;IV;15 a 19;0,25;13;2;3,25
HJK;2020;5;V;20 a 24;0,4;10;2;4,0
HJK;2020;5;VI;25 a 29;0,55;6;1;3,3
HJK;2020;5;VII;30 a 34;0,75;5;1;3,75
HJK;2020;6;III;10 a 14;0,15;11;1;1,65
HJK;2020;6;IV;15 a 19;0,25;9;2;2,25
HJK;2020;6;VI;25 a 29;0,55;9;3;4,95
HJK;2020;6;VII;30 a 34;0,75;4;2;3,0
HJK;2020;7;III;10 a 14;0,15;11;2;1,65
HJK;2020;7;IV;15 a 19;0,25;9;1;2,25
HJK;2020;7;VII;30 a 34;0,75;7;4;5,25
HJK;2020;8;IV;15 a 19;0,25;7;1;1,75
HJK;2020;8;VI;25 a 29;0,55;11;4;6,05
HJK;2020;8;VII;30 a 34;0,75;8;3;6,0
HJK;2020;8;VIII;> 34;0,85;5;3;4,25
HJK;2020;9;V;20 a 24;0,4;10;2;4,0
HJK;2020;9;VI;25 a 29;0,55;4;2;2,2
HJK;2020;9;VII;30 a 34;0,75;4;1;3,0
HJK;2020;9;VIII;> 34;0,85;3;3;2,55
HJK;2020;10;II;5 a 9;0,08;3;1;0,24
HJK;2020;10;IV;15 a 19;0,25;14;4;3,5
HJK;2020;10;V;20 a 24;0,4;9;4;3,6
HJK;2020;10;VI;25 a 29;0,55;7;2;3,85
HJK;2020;10;VII;30 a 34;0,75;3;1;2,25
HJK;2020;10;VIII;> 34;0,85;1;1;0,85
HJK;2020;11;IV;15 a 19;0,25;11;1;2,75
HJK;2020;11;V;20 a 24;0,4;9;2;3,6
HJK;2020;11;VII;30 a 34;0,75;4;2;3,0
HJK;2020;12;III;10 a 14;0,15;22;2;3,3
HJK;2020;12;IV;15 a 19;0,25;6;1;1,5
HJK;2020;12;VI;25 a 29;0,55;8;1;4,4
HJK;2020;12;VII;30 a 34;0,75;3;2;2,25
HJK;2021;1;III;10 a 14;0,15;18;1;2,7
HJK;2021;1;IV;15 a 19;0,25;15;1;3,75
HJK;2021;1;VI;25 a 29;0,55;13;3;7,15
HJK;2021;1;VII;30 a 34;0,75;5;3;3,75
HJK;2021;1;VIII;> 34;0,85;4;4;3,4
HJK;2021;2;III;10 a 14;0,15;20;4;3,0
HJK;2021;2;IV;15 a 19;0,25;31;7;7,75
HJK;2021;2;V;20 a 24;0,4;10;1;4,0
HJK;2021;2;VI;25 a 29;0,55;15;5;8,25
HJK;2021;2;VII;30 a 34;0,75;8;5;6,0
HJK;2021;2;VIII;> 34;0,85;5;4;4,25
HJK;2021;3;III;10 a 14;0,15;25;6;3,75
HJK;2021;3;IV;15 a 19;0,25;36;11;9,0
HJK;2021;3;V;20 a 24;0,4;25;11;10,0
HJK;2021;3;VI;25 a 29;0,55;15;7;8,25
HJK;2021;3;VII;30 a 34;0,75;14;5;10,5
HJK;2021;3;VIII;> 34;0,85;12;6;10,2
HJK;2021;4;II;5 a 9;0,08;12;2;0,96
HJK;2021;4;III;10 a 14;0,15;21;2;3,15
HJK;2021;4;IV;15 a 19;0,25;21;8;5,25
HJK;2021;4;V;20 a 24;0,4;10;3;4,0
HJK;2021;4;VI;25 a 29;0,55;17;4;9,35
HJK;2021;4;VII;30 a 34;0,75;9;7;6,75
HJK;2021;4;VIII;> 34;0,85;16;8;13,6
HJK;2021;5;I;0 a 4;0,04;8;2;0,32
HJK;2021;5;II;5 a 9;0,08;24;1;1,92
HJK;2021;5;III;10 a 14;0,15;24;3;3,6
HJK;2021;5;IV;15 a 19;0,25;14;5;3,5
HJK;2021;5;V;20 a 24;0,4;9;2;3,6
HJK;2021;5;VI;25 a 29;0,55;8;3;4,4
HJK;2021;5;VII;30 a 34;0,75;19;8;14,25
HJK;2021;5;VIII;> 34;0,85;8;5;6,8
HJK;2021;6;I;0 a 4;0,04;15;1;0,6
HJK;2021;6;II;5 a 9;0,08;24;3;1,92
HJK;2021;6;III;10 a 14;0,15;27;3;4,05
HJK;2021;6;IV;15 a 19;0,25;12;2;3,0
HJK;2021;6;V;20 a 24;0,4;11;3;4,4
HJK;2021;6;VI;25 a 29;0,55;9;3;4,95
HJK;2021;6;VII;30 a 34;0,75;14;3;10,5
HJK;2021;6;VIII;> 34;0,85;11;6;9,35
HJK;2021;7;II;5 a 9;0,08;13;3;1,04
HJK;2021;7;IV;15 a 19;0,25;25;3;6,25
HJK;2021;7;V;20 a 24;0,4;12;5;4,8
HJK;2021;7;VI;25 a 29;0,55;11;3;6,05
HJK;2021;7;VII;30 a 34;0,75;12;2;9,0
HJK;2021;7;VIII;> 34;0,85;8;4;6,8
HJK;2021;8;I;0 a 4;0,04;4;1;0,16
HJK;2021;8;II;5 a 9;0,08;16;1;1,28
HJK;2021;8;III;10 a 14;0,15;27;3;4,05
HJK;2021;8;IV;15 a 19;0,25;28;3;7,0
HJK;2021;8;V;20 a 24;0,4;6;2;2,4
HJK;2021;8;VI;25 a 29;0,55;6;2;3,3
HJK;2021;8;VIII;> 34;0,85;5;2;4,25
HJK;2021;9;III;10 a 14;0,15;21;2;3,15
HJK;2021;9;IV;15 a 19;0,25;16;3;4,0
HJK;2021;9;V;20 a 24;0,4;5;2;2,0
HJK;2021;9;VI;25 a 29;0,55;2;1;1,1
HJK;2021;9;VII;30 a 34;0,75;4;1;3,0
HJK;2021;9;VIII;> 34;0,85;3;2;2,55
HJK;2021;10;II;5 a 9;0,08;10;1;0,8
HJK;2021;10;III;10 a 14;0,15;13;1;1,95
HJK;2021;10;IV;15 a 19;0,25;22;3;5,5
HJK;2021;10;V;20 a 24;0,4;8;1;3,2
HJK;2021;10;VI;25 a 29;0,55;8;6;4,4
HJK;2021;10;VIII;> 34;0,85;4;1;3,4
HJK;2021;11;III;10 a 14;0,15;20;1;3,0
HJK;2021;11;IV;15 a 19;0,25;23;2;5,75
HJK;2021;11;V;20 a 24;0,4;18;1;7,2
HJK;2021;11;VI;25 a 29;0,55;9;2;4,95
HJK;2021;11;VIII;> 34;0,85;3;1;2,55
HJK;2021;12;II;5 a 9;0,08;13;1;1,04
HJK;2021;12;III;10 a 14;0,15;22;1;3,3
HJK;2021;12;IV;15 a 19;0,25;26;5;6,5
HJK;2021;12;V;20 a 24;0,4;18;1;7,2
HJK;2021;12;VIII;> 34;0,85;4;2;3,4
HJK;2022;1;III;10 a 14;0,15;31;3;4,65
HJK;2022;1;IV;15 a 19;0,25;28;5;7,0
HJK;2022;1;V;20 a 24;0,4;14;2;5,6
HJK;2022;1;VI;25 a 29;0,55;14;4;7,7
HJK;2022;1;VII;30 a 34;0,75;6;4;4,5
HJK;2022;1;VIII;> 34;0,85;5;1;4,25
HJK;2022;2;III;10 a 14;0,15;19;2;2,85
HJK;2022;2;IV;15 a 19;0,25;25;5;6,25
HJK;2022;2;V;20 a 24;0,4;17;3;6,8
HJK;2022;2;VI;25 a 29;0,55;9;3;4,95
HJK;2022;2;VII;30 a 34;0,75;8;4;6,0
HJK;2022;3;II;5 a 9;0,08;6;1;0,48
HJK;2022;3;IV;15 a 19;0,25;9;2;2,25
HJK;2022;3;V;20 a 24;0,4;6;1;2,4
HJK;2022;3;VI;25 a 29;0,55;10;3;5,5
HJK;2022;3;VII;30 a 34;0,75;4;3;3,0
HJK;2022;4;III;10 a 14;0,15;22;1;3,3
HJK;2022;4;IV;15 a 19;0,25;13;2;3,25
HJK;2022;4;VI;25 a 29;0,55;3;1;1,65
HJK;2022;4;VII;30 a 34;0,75;2;1;1,5
HJK;2022;5;IV;15 a 19;0,25;18;4;4,5
HJK;2022;5;V;20 a 24;0,4;18;4;7,2
HJK;2022;5;VI;25 a 29;0,55;7;3;3,85
HJK;2022;5;VII;30 a 34;0,75;4;4;3,0
HJK;2022;6;II;5 a 9;0,08;9;1;0,72
HJK;2022;6;IV;15 a 19;0,25;18;4;4,5
HJK;2022;6;V;20 a 24;0,4;13;4;5,2
HJK;2022;6;VII;30 a 34;0,75;4;1;3,0
HJK;2022;7;III;10 a 14;0,15;16;3;2,4
HJK;2022;7;IV;15 a 19;0,25;19;2;4,75
HJK;2022;7;V;20 a 24;0,4;11;3;4,4
HJK;2022;7;VI;25 a 29;0,55;4;2;2,2
HJK;2022;7;VII;30 a 34;0,75;4;4;3,0
HJK;2022;8;III;10 a 14;0,15;19;1;2,85
HJK;2022;8;V;20 a 24;0,4;3;2;1,2
HJK;2022;8;VI;25 a 29;0,55;6;1;3,3
HJK;2022;8;VII;30 a 34;0,75;2;1;1,5
HJK;2022;9;III;10 a 14;0,15;17;1;2,55
HJK;2022;9;IV;15 a 19;0,25;11;1;2,75
HJK;2022;9;VII;30 a 34;0,75;2;1;1,5
HJK;2022;10;V;20 a 24;0,4;6;1;2,4
HJK;2022;10;VI;25 a 29;0,55;10;2;5,5
HJK;2022;10;VII;30 a 34;0,75;7;4;5,25
HJK;2022;11;III;10 a 14;0,15;10;1;1,5
HJK;2022;11;VI;25 a 29;0,55;4;1;2,2
HJK;2022;11;VII;30 a 34;0,75;3;2;2,25
HJK;2022;12;III;10 a 14;0,15;8;1;1,2
HJK;2022;12;IV;15 a 19;0,25;8;2;2,0
HJK;2022;12;VII;30 a 34;0,75;2;1;1,5
HJK;2022;12;VIII;> 34;0,85;1;1;0,85
HJK;2023;1;IV;15 a 19;0,25;11;2;2,75
HJK;2023;1;V;20 a 24;0,4;11;1;4,4
HJK;2023;1;VI;25 a 29;0,55;3;2;1,65
HJK;2023;1;VII;30 a 34;0,75;4;2;3,0
HJK;2023;2;III;10 a 14;0,15;10;1;1,5
HJK;2023;2;IV;15 a 19;0,25;12;1;3,0
HJK;2023;2;V;20 a 24;0,4;13;1;5,2
HJK;2023;2;VI;25 a 29;0,55;7;4;3,85
HJK;2023;2;VIII;> 34;0,85;5;4;4,25
HJK;2023;3;III;10 a 14;0,15;14;2;2,1
HJK;2023;3;IV;15 a 19;0,25;16;2;4,0
HJK;2023;3;V;20 a 24;0,4;8;1;3,2
HJK;2023;3;VI;25 a 29;0,55;7;3;3,85
HJK;2023;3;VII;30 a 34;0,75;5;2;3,75
HJK;2023;4;IV;15 a 19;0,25;28;2;7,0
HJK;2023;4;V;20 a 24;0,4;17;1;6,8
HJK;2023;4;VI;25 a 29;0,55;7;3;3,85
HJK;2023;4;VII;30 a 34;0,75;1;1;0,75
HJK;2023;5;III;10 a 14;0,15;28;3;4,2
HJK;2023;5;IV;15 a 19;0,25;24;3;6,0
HJK;2023;5;VI;25 a 29;0,55;9;4;4,95
HJK;2023;5;VII;30 a 34;0,75;3;1;2,25
HJK;2023;5;VIII;> 34;0,85;4;3;3,4
HJK;2023;6;II;5 a 9;0,08;11;1;0,88
HJK;2023;6;III;10 a 14;0,15;21;2;3,15
HJK;2023;6;IV;15 a 19;0,25;27;4;6,75
HJK;2023;6;V;20 a 24;0,4;19;6;7,6
HJK;2023;6;VI;25 a 29;0,55;18;1;9,9
HJK;2023;6;VII;30 a 34;0,75;5;1;3,75
HJK;2023;6;VIII;> 34;0,85;2;1;1,7
HJK;2023;7;III;10 a 14;0,15;28;1;4,2
HJK;2023;7;IV;15 a 19;0,25;18;2;4,5
HJK;2023;7;V;20 a 24;0,4;15;3;6,0
HJK;2023;7;VI;25 a 29;0,55;12;3;6,6
HJK;2023;7;VII;30 a 34;0,75;9;4;6,75
HJK;2023;7;VIII;> 34;0,85;1;1;0,85
HJK;2023;8;III;10 a 14;0,15;26;1;3,9
HJK;2023;8;IV;15 a 19;0,25;39;3;9,75
HJK;2023;8;V;20 a 24;0,4;24;7;9,6
HJK;2023;8;VI;25 a 29;0,55;13;2;7,15
HJK;2023;8;VII;30 a 34;0,75;12;4;9,0
HJK;2023;8;VIII;> 34;0,85;2;2;1,7
HJK;2023;9;III;10 a 14;0,15;27;1;4,05
HJK;2023;9;IV;15 a 19;0,25;34;4;8,5
HJK;2023;9;V;20 a 24;0,4;16;5;6,4
HJK;2023;9;VI;25 a 29;0,55;15;6;8,25
HJK;2023;9;VII;30 a 34;0,75;4;2;3,0
HJK;2023;10;II;5 a 9;0,08;11;1;0,88
HJK;2023;10;III;10 a 14;0,15;52;1;7,8
HJK;2023;10;IV;15 a 19;0,25;35;5;8,75
HJK;2023;10;V;20 a 24;0,4;14;5;5,6
HJK;2023;10;VI;25 a 29;0,55;15;3;8,25
HJK;2023;10;VII;30 a 34;0,75;6;2;4,5
HJK;2023;10;VIII;> 34;0,85;2;2;1,7
HJK;2023;11;II;5 a 9;0,08;7;1;0,56
HJK;2023;11;III;10 a 14;0,15;32;1;4,8
HJK;2023;11;IV;15 a 19;0,25;40;1;10,0
HJK;2023;11;V;20 a 24;0,4;17;3;6,8
HJK;2023;11;VI;25 a 29;0,55;21;7;11,55
HJK;2023;11;VII;30 a 34;0,75;7;4;5,25
HJK;2023;11;VIII;> 34;0,85;4;2;3,4
HJK;2023;12;II;5 a 9;0,08;9;1;0,72
HJK;2023;12;III;10 a 14;0,15;52;2;7,8
HJK;2023;12;IV;15 a 19;0,25;42;6;10,5
HJK;2023;12;V;20 a 24;0,4;21;8;8,4
HJK;2023;12;VI;25 a 29;0,55;11;3;6,05
HJK;2023;12;VII;30 a 34;0,75;3;2;2,25
HJK;2023;12;VIII;> 34;0,85;2;2;1,7
HJK;2024;1;II;5 a 9;0,08;8;1;0,64
HJK;2024;1;III;10 a 14;0,15;39;1;5,85
HJK;2024;1;IV;15 a 19;0,25;37;6;9,25
HJK;2024;1;V;20 a 24;0,4;28;2;11,2
HJK;2024;1;VI;25 a 29;0,55;6;1;3,3
HJK;2024;1;VIII;> 34;0,85;4;2;3,4
HJK;2024;2;III;10 a 14;0,15;43;1;6,45
HJK;2024;2;IV;15 a 19;0,25;32;3;8,0
HJK;2024;2;V;20 a 24;0,4;17;3;6,8
HJK;2024;2;VI;25 a 29;0,55;11;4;6,05
HJK;2024;2;VII;30 a 34;0,75;7;2;5,25
HJK;2024;2;VIII;> 34;0,85;3;2;2,55
HJK;2024;3;III;10 a 14;0,15;28;3;4,2
HJK;2024;3;IV;15 a 19;0,25;45;5;11,25
HJK;2024;3;V;20 a 24;0,4;27;2;10,8
HJK;2024;3;VI;25 a 29;0,55;13;3;7,15
HJK;2024;3;VII;30 a 34;0,75;6;2;4,5
HJK;2024;3;VIII;> 34;0,85;4;2;3,4
HJK;2024;4;III;10 a 14;0,15;26;1;3,9
HJK;2024;4;IV;15 a 19;0,25;30;3;7,5
HJK;2024;4;V;20 a 24;0,4;28;2;11,2
HJK;2024;4;VI;25 a 29;0,55;10;4;5,5
HJK;2024;4;VII;30 a 34;0,75;6;1;4,5
HJK;2024;5;III;10 a 14;0,15;40;1;6,0
HJK;2024;5;IV;15 a 19;0,25;35;4;8,75
HJK;2024;5;V;20 a 24;0,4;28;7;11,2
HJK;2024;5;VI;25 a 29;0,55;18;6;9,9
HJK;2024;5;VII;30 a 34;0,75;7;3;5,25
HJK;2024;5;VIII;> 34;0,85;2;2;1,7
HJK;2024;6;II;5 a 9;0,08;16;1;1,28
HJK;2024;6;III;10 a 14;0,15;33;1;4,95
HJK;2024;6;IV;15 a 19;0,25;43;6;10,75
HJK;2024;6;V;20 a 24;0,4;27;4;10,8
HJK;2024;6;VI;25 a 29;0,55;16;8;8,8
HJK;2024;6;VII;30 a 34;0,75;8;2;6,0
HJK;2024;6;VIII;> 34;0,85;4;3;3,4
HJK;2024;7;III;10 a 14;0,15;36;2;5,4
HJK;2024;7;IV;15 a 19;0,25;38;4;9,5
HJK;2024;7;V;20 a 24;0,4;24;6;9,6
HJK;2024;7;VI;25 a 29;0,55;12;5;6,6
HJK;2024;7;VII;30 a 34;0,75;8;3;6,0
HJK;2024;7;VIII;> 34;0,85;3;1;2,55
HJK;2024;8;III;10 a 14;0,15;36;4;5,4
HJK;2024;8;IV;15 a 19;0,25;36;9;9,0
HJK;2024;8;V;20 a 24;0,4;30;5;12,0
HJK;2024;8;VI;25 a 29;0,55;16;3;8,8
HJK;2024;8;VII;30 a 34;0,75;2;2;1,5
HJK;2024;8;VIII;> 34;0,85;4;2;3,4
HJK;2024;9;III;10 a 14;0,15;54;1;8,1
HJK;2024;9;IV;15 a 19;0,25;37;5;9,25
HJK;2024;9;V;20 a 24;0,4;17;3;6,8
HJK;2024;9;VI;25 a 29;0,55;16;2;8,8
HJK;2024;9;VIII;> 34;0,85;2;2;1,7
HJK;2024;10;III;10 a 14;0,15;44;2;6,6
HJK;2024;10;IV;15 a 19;0,25;32;5;8,0
HJK;2024;10;V;20 a 24;0,4;16;4;6,4
HJK;2024;10;VI;25 a 29;0,55;12;4;6,6
HJK;2024;10;VII;30 a 34;0,75;3;2;2,25
HJK;2024;11;III;10 a 14;0,15;41;5;6,15
HJK;2024;11;IV;15 a 19;0,25;31;6;7,75
HJK;2024;11;V;20 a 24;0,4;11;3;4,4
HJK;2024;11;VI;25 a 29;0,55;9;2;4,95
HJK;2024;12;II;5 a 9;0,08;36;3;2,88
HJK;2024;12;III;10 a 14;0,15;43;6;6,45
HJK;2024;12;V;20 a 24;0,4;24;8;9,6
HJK;2024;12;VI;25 a 29;0,55;18;8;9,9
HJK;2024;12;VII;30 a 34;0,75;5;2;3,75
HJK;2024;12;VIII;> 34;0,85;1;1;0,85
HJK;2025;1;II;5 a 9;0,08;35;2;2,8
HJK;2025;1;III;10 a 14;0,15;32;4;4,8
HJK;2025;1;IV;15 a 19;0,25;35;7;8,75
HJK;2025;1;V;20 a 24;0,4;11;1;4,4
HJK;2025;1;VI;25 a 29;0,55;10;4;5,5
HJK;2025;1;VII;30 a 34;0,75;3;1;2,25
HJK;2025;2;III;10 a 14;0,15;43;1;6,45
HJK;2025;2;IV;15 a 19;0,25;19;4;4,75
HJK;2025;2;V;20 a 24;0,4;19;5;7,6
HJK;2025;2;VI;25 a 29;0,55;11;3;6,05
HJK;2025;2;VII;30 a 34;0,75;2;2;1,5
HJK;2025;2;VIII;> 34;0,85;4;3;3,4
HJK;2025;3;II;5 a 9;0,08;28;1;2,24
HJK;2025;3;III;10 a 14;0,15;64;5;9,6
HJK;2025;3;IV;15 a 19;0,25;29;3;7,25
HJK;2025;3;V;20 a 24;0,4;15;2;6,0
HJK;2025;3;VI;25 a 29;0,55;4;1;2,2
HJK;2025;3;VII;30 a 34;0,75;1;1;0,75
HJK;2025;4;II;5 a 9;0,08;35;2;2,8
HJK;2025;4;III;10 a 14;0,15;22;5;3,3
HJK;2025;4;IV;15 a 19;0,25;22;3;5,5
HJK;2025;4;V;20 a 24;0,4;19;3;7,6
HJK;2025;4;VI;25 a 29;0,55;7;5;3,85
HJK;2025;4;VII;30 a 34;0,75;4;2;3,0
HJK;2025;4;VIII;> 34;0,85;1;1;0,85
HJK;2025;5;III;10 a 14;0,15;35;3;5,25
HJK;2025;5;IV;15 a 19;0,25;35;6;8,75
HJK;2025;5;V;20 a 24;0,4;27;6;10,8
HJK;2025;5;VI;25 a 29;0,55;13;8;7,15
HJK;2025;5;VII;30 a 34;0,75;6;1;4,5
HJK;2025;6;III;10 a 14;0,15;47;4;7,05
HJK;2025;6;IV;15 a 19;0,25;37;4;9,25
HJK;2025;6;V;20 a 24;0,4;28;7;11,2
HJK;2025;6;VI;25 a 29;0,55;15;3;8,25
HJK;2025;6;VII;30 a 34;0,75;12;7;9,0
HJK;2025;6;VIII;> 34;0,85;3;1;2,55
HJK;2025;7;II;5 a 9;0,08;35;3;2,8
HJK;2025;7;III;10 a 14;0,15;46;8;6,9
HJK;2025;7;IV;15 a 19;0,25;50;8;12,5
HJK;2025;7;V;20 a 24;0,4;21;6;8,4
HJK;2025;7;VI;25 a 29;0,55;11;4;6,05
HJK;2025;7;VII;30 a 34;0,75;8;4;6,0
HJK;2025;7;VIII;> 34;0,85;4;3;3,4
HJK;2025;8;II;5 a 9;0,08;26;1;2,08
HJK;2025;8;III;10 a 14;0,15;52;7;7,8
HJK;2025;8;IV;15 a 19;0,25;40;2;10,0
HJK;2025;8;V;20 a 24;0,4;25;5;10,0
HJK;2025;8;VI;25 a 29;0,55;9;4;4,95
HJK;2025;8;VII;30 a 34;0,75;10;7;7,5
HJK;2025;9;III;10 a 14;0,15;58;3;8,7
HJK;2025;9;IV;15 a 19;0,25;49;5;12,25
HJK;2025;9;V;20 a 24;0,4;29;4;11,6
HJK;2025;9;VI;25 a 29;0,55;14;4;7,7
HJK;2025;9;VII;30 a 34;0,75;5;5;3,75
HJK;2025;9;VIII;> 34;0,85;5;2;4,25
HJK;2025;10;II;5 a 9;0,08;45;3;3,6
HJK;2025;10;III;10 a 14;0,15;63;3;9,45
HJK;2025;10;IV;15 a 19;0,25;52;10;13,0
HJK;2025;10;V;20 a 24;0,4;22;2;8,8
HJK;2025;10;VI;25 a 29;0,55;12;6;6,6
HJK;2025;10;VII;30 a 34;0,75;3;2;2,25
HJK;2025;11;III;10 a 14;0,15;55;3;8,25
HJK;2025;11;IV;15 a 19;0,25;36;6;9,0
HJK;2025;11;V;20 a 24;0,4;12;4;4,8
HJK;2025;11;VI;25 a 29;0,55;16;8;8,8
HJK;2025;11;VII;30 a 34;0,75;9;6;6,75
HJK;2025;12;II;5 a 9;0,08;43;2;3,44
HJK;2025;12;III;10 a 14;0,15;39;6;5,85
HJK;2025;12;IV;15 a 19;0,25;52;8;13,0
HJK;2025;12;V;20 a 24;0,4;15;3;6,0
HJK;2025;12;VI;25 a 29;0,55;15;9;8,25
HJK;2025;12;VII;30 a 34;0,75;8;6;6,0
HJK;2026;1;III;10 a 14;0,15;53;3;7,95
HJK;2026;1;IV;15 a 19;0,25;34;10;8,5
HJK;2026;1;V;20 a 24;0,4;24;7;9,6
HJK;2026;1;VI;25 a 29;0,55;10;3;5,5
HJK;2026;1;VII;30 a 34;0,75;6;4;4,5
HJK;2026;2;II;5 a 9;0,08;31;2;2,48
HJK;2026;2;IV;15 a 19;0,25;29;1;7,25
HJK;2026;2;V;20 a 24;0,4;24;5;9,6
HJK;2026;2;VI;25 a 29;0,55;9;4;4,95
HJK;2026;2;VII;30 a 34;0,75;6;3;4,5
HJK;2026;2;VIII;> 34;0,85;4;4;3,4
HEM;2019;1;IV;15 a 19;0,25;5;2;1,25
HEM;2019;1;VI;25 a 29;0,55;7;2;3,85
HEM;2019;1;VII;30 a 34;0,75;1;1;0,75
HEM;2019;1;VIII;> 34;0,85;4;4;3,4
HEM;2019;2;III;10 a 14;0,15;3;1;0,45
HEM;2019;2;IV;15 a 19;0,25;2;1;0,5
HEM;2019;2;V;20 a 24;0,4;4;2;1,6
HEM;2019;2;VI;25 a 29;0,55;4;1;2,2
HEM;2019;2;VII;30 a 34;0,75;2;2;1,5
HEM;2019;2;VIII;> 34;0,85;3;2;2,55
HEM;2019;3;IV;15 a 19;0,25;18;5;4,5
HEM;2019;3;V;20 a 24;0,4;2;1;0,8
HEM;2019;3;VII;30 a 34;0,75;5;3;3,75
HEM;2019;3;VIII;> 34;0,85;1;1;0,85
HEM;2019;4;III;10 a 14;0,15;16;2;2,4
HEM;2019;4;IV;15 a 19;0,25;12;2;3,0
HEM;2019;4;VI;25 a 29;0,55;4;1;2,2
HEM;2019;4;VII;30 a 34;0,75;1;1;0,75
HEM;2019;4;VIII;> 34;0,85;2;2;1,7
HEM;2019;5;III;10 a 14;0,15;11;1;1,65
HEM;2019;5;V;20 a 24;0,4;8;1;3,2
HEM;2019;5;VI;25 a 29;0,55;5;2;2,75
HEM;2019;5;VII;30 a 34;0,75;2;1;1,5
HEM;2019;5;VIII;> 34;0,85;2;2;1,7
HEM;2019;6;III;10 a 14;0,15;11;1;1,65
HEM;2019;6;IV;15 a 19;0,25;5;2;1,25
HEM;2019;6;V;20 a 24;0,4;3;1;1,2
HEM;2019;6;VI;25 a 29;0,55;3;1;1,65
HEM;2019;6;VII;30 a 34;0,75;4;3;3,0
HEM;2019;6;VIII;> 34;0,85;3;3;2,55
HEM;2019;7;V;20 a 24;0,4;6;3;2,4
HEM;2019;7;VI;25 a 29;0,55;4;3;2,2
HEM;2019;7;VIII;> 34;0,85;3;1;2,55
HEM;2019;8;IV;15 a 19;0,25;5;1;1,25
HEM;2019;8;VII;30 a 34;0,75;1;1;0,75
HEM;2019;8;VIII;> 34;0,85;5;3;4,25
HEM;2019;9;III;10 a 14;0,15;6;1;0,9
HEM;2019;9;V;20 a 24;0,4;2;1;0,8
HEM;2019;9;VI;25 a 29;0,55;10;5;5,5
HEM;2019;9;VIII;> 34;0,85;4;3;3,4
HEM;2019;10;IV;15 a 19;0,25;7;2;1,75
HEM;2019;10;VI;25 a 29;0,55;5;2;2,75
HEM;2019;10;VIII;> 34;0,85;2;1;1,7
HEM;2019;11;IV;15 a 19;0,25;11;2;2,75
HEM;2019;11;V;20 a 24;0,4;8;1;3,2
HEM;2019;11;VI;25 a 29;0,55;6;3;3,3
HEM;2019;11;VII;30 a 34;0,75;3;2;2,25
HEM;2019;11;VIII;> 34;0,85;2;2;1,7
HEM;2019;12;III;10 a 14;0,15;5;1;0,75
HEM;2019;12;IV;15 a 19;0,25;11;2;2,75
HEM;2019;12;V;20 a 24;0,4;11;4;4,4
HEM;2019;12;VI;25 a 29;0,55;11;5;6,05
HEM;2020;1;III;10 a 14;0,15;9;1;1,35
HEM;2020;1;IV;15 a 19;0,25;9;2;2,25
HEM;2020;1;V;20 a 24;0,4;6;2;2,4
HEM;2020;1;VI;25 a 29;0,55;7;2;3,85
HEM;2020;1;VII;30 a 34;0,75;4;2;3,0
HEM;2020;2;II;5 a 9;0,08;5;1;0,4
HEM;2020;2;III;10 a 14;0,15;8;1;1,2
HEM;2020;2;IV;15 a 19;0,25;6;1;1,5
HEM;2020;2;V;20 a 24;0,4;4;1;1,6
HEM;2020;2;VI;25 a 29;0,55;6;1;3,3
HEM;2020;2;VIII;> 34;0,85;2;2;1,7
HEM;2020;5;II;5 a 9;0,08;13;1;1,04
